imdbid, kaggleid
tt0430105,8292
tt0326905,13922
tt0348505,24461
tt0381505,14166
tt0427312,501
tt0077138,31542
tt0443518,28201
tt0246404,18165
tt0069121,27292
tt0052619,57103
tt0057542,37204
tt0056579,41279
tt0073600,32051
tt0380164,37284
tt0274659,37254
tt0259127,18976
tt0067900,42741
tt0317042,17110
tt0378407,25975
tt0089839,17824
tt0396184,11328
tt0028517,108348
tt0361715,15907
tt0050126,68850
tt0424237,46825
tt0032404,22965
tt0047834,11848
tt0204058,34921
tt0202623,37270
tt0332381,27217
tt0098453,25199
tt0029120,53857
tt0472536,306323
tt0101550,52660
tt0077952,85420
tt0049830,43313
tt0291905,12147
tt0375611,31977
tt0405422,6957
tt0326036,1917
tt0032356,79684
tt0367153,16764
tt0421239,11460
tt0363768,33459
tt0051899,14674
tt0347473,14134
tt0112870,19404
tt0089052,42034
tt0387233,35304
tt0044937,94529
tt0387898,445
tt0113918,74840
tt0133385,9564
tt0051816,102081
tt0374248,21290
tt0091341,20874
tt0117905,37185
tt0403016,17186
tt0361089,14175
tt0355295,4442
tt0035798,59882
tt0034521,22741
tt0300270,44413
tt0378661,65513
tt0401244,13169
tt0402901,9042
tt0434424,17926
tt0407732,15022
tt0387131,1985
tt0388482,9335
tt0462333,56214
tt0425123,9007
tt0377107,9777
tt0399295,1830
tt0428251,7182
tt0384286,10092
tt0404030,340
tt0318761,1546
tt0429177,23703
tt0356159,47488
tt0291928,15155
tt0029047,78734
tt0025580,51277
tt0119565,61675
tt0103243,59704
tt0385690,65215
tt0085267,36832
tt0086192,17386
tt0400063,16374
tt0302361,14759
tt0064026,121043
tt0095403,10753
tt0031514,27053
tt0024183,30230
tt0386005,11636
tt0028818,44407
tt0031377,43529
tt0032536,22575
tt0436971,14286
tt0066612,61044
tt0063811,1676
tt0066732,27645
tt0058138,34181
tt0059079,26259
tt0032671,77744
tt0419706,8814
tt0421054,9923
tt0348333,7553
tt0402022,8202
tt0087289,3118
tt0103239,2125
tt0350261,1947
tt0399327,9074
tt0430651,16133
tt0080149,10319
tt0025318,28001
tt0448267,49220
tt0283952,17584
tt0078952,42168
tt0331338,29656
tt0404032,8643
tt0408790,9315
tt0121164,3933
tt0385002,8923
tt0399146,59
tt0380599,257
tt0388980,15487
tt0379725,398
tt0031983,18651
tt0066767,30941
tt0428725,10254
tt0385700,647
tt0428430,349
tt0403455,14544
tt0339642,20668
tt0378109,11968
tt0406158,27176
tt0366780,14517
tt0212292,88286
tt0375233,33623
tt0445161,31227
tt0376006,120515
tt0109099,36909
tt0042477,56518
tt0363276,17209
tt0397530,10087
tt0036191,11627
tt0095607,34870
tt0312004,533
tt0429078,10703
tt0373469,5236
tt0370082,32237
tt0456912,11344
tt0472458,9060
tt0095467,31056
tt0032194,43807
tt0454792,14788
tt0402057,5471
tt0367555,19082
tt0066516,46315
tt0100681,45799
tt0036891,36498
tt0380389,9763
tt0395543,30082
tt0424509,56475
tt0318997,24019
tt0378793,15058
tt0092240,10017
tt0417658,10475
tt0072235,1559
tt0099197,20674
tt0377800,3527
tt0027407,27974
tt0388125,11931
tt0343221,32990
tt0385751,17010
tt0056800,27759
tt0350774,21838
tt0363095,12612
tt0067633,26513
tt0053054,43110
tt0367089,10707
tt0417217,9910
tt0369053,38583
tt0436319,77468
tt0472566,15493
tt0025091,53864
tt0388795,142
tt0303307,56778
tt0368709,9621
tt0395972,9701
tt0116851,45899
tt0433383,3291
tt0053001,34662
tt0418647,12920
tt0245276,56798
tt0043465,20853
tt0421238,16608
tt0451069,25517
tt0338133,16430
tt0389828,24408
tt0432291,791
tt0406038,19965
tt0443567,38828
tt0436686,33241
tt0419922,53935
tt0338427,2610
tt0408961,21246
tt0373450,9729
tt0302297,15276
tt0447016,191599
tt0371257,8066
tt0391877,18428
tt0386140,1656
tt0325478,182097
tt0436629,41566
tt0384680,6963
tt0432348,215
tt0387514,2313
tt0039871,45967
tt0051196,37124
tt0330702,16729
tt0424272,178469
tt0076591,31718
tt0116696,226594
tt0073036,10915
tt0063678,5335
tt0382810,9993
tt0436058,8274
tt0041239,25918
tt0067950,29111
tt0322420,20128
tt0023551,26845
tt0025862,18994
tt0054084,12617
tt0402158,10799
tt0425661,42000
tt0047876,36102
tt0073335,3554
tt0403360,14897
tt0342735,1951
tt0034379,68013
tt0420015,16022
tt0105450,23196
tt0075909,25763
tt0046806,35580
tt0078771,259
tt0407246,34207
tt0118635,32117
tt0015532,19354
tt0068649,28170
tt0365686,10851
tt0267116,16231
tt0228277,81220
tt0418763,25
tt0401787,105299
tt0426155,15083
tt0371606,9982
tt0368222,13994
tt0419424,73473
tt0419677,12877
tt0424205,11661
tt0065569,5620
tt0053677,23220
tt0041928,43440
tt0065854,39261
tt0062037,54801
tt0058155,28667
tt0069005,38761
tt0098532,7974
tt0103337,60409
tt0119291,44389
tt0430308,10060
tt0200768,46917
tt0433400,10033
tt0365737,231
tt0087020,59388
tt0104350,41764
tt0105750,28212
tt0328132,68098
tt0398017,8999
tt0381966,8555
tt0414387,4348
tt0337656,47540
tt0389957,10064
tt0132213,125300
tt0416315,9885
tt0435625,9392
tt0044060,47473
tt0478044,20347
tt0050407,14837
tt0330373,674
tt0271461,24625
tt0358273,69
tt0294870,1833
tt0025929,44163
tt0317965,65045
tt0059619,46591
tt0406375,6795
tt0401085,11421
tt0385056,7301
tt0037963,108843
tt0422528,16156
tt0387059,24618
tt0411195,1420
tt0400525,9005
tt0443295,13499
tt0426615,17952
tt0375920,7548
tt0455475,20436
tt0078492,7010
tt0045883,6529
tt0065143,20345
tt0379306,15184
tt0058409,86666
tt0368619,24223
tt0058073,3124
tt0071622,8425
tt0321440,44710
tt0077474,2153
tt0411674,48121
tt0069303,42489
tt0416320,116
tt0051983,35124
tt0039116,43176
tt0058301,5741
tt0075925,20416
tt0384929,41189
tt0436039,19215
tt0029995,84090
tt0337868,61340
tt0040825,253250
tt0445620,67
tt0416891,64972
tt0363771,411
tt0360717,254
tt0397535,1904
tt0356680,9043
tt0417976,2008
tt0039536,21454
tt0063801,42687
tt0321376,27915
tt0285175,14695
tt0061847,27031
tt0349691,55396
tt0050188,917
tt0346800,17595
tt0048500,43322
tt0051790,43118
tt0247303,19058
tt0085872,36826
tt0202559,22908
tt0077452,42234
tt0365485,9515
tt0382806,16151
tt0473107,29595
tt0417395,9721
tt0090568,20858
tt0041172,35896
tt0047349,80316
tt0392465,23478
tt0067535,92272
tt0069883,84847
tt0032676,43812
tt0103704,23606
tt0190268,2777
tt0269857,25651
tt0284815,25650
tt0060474,8290
tt0034277,17382
tt0419294,8053
tt0041487,20003
tt0046000,43350
tt0323998,11466
tt0220623,21040
tt0420509,13653
tt0062657,36775
tt0061709,56373
tt0408306,612
tt0395251,9899
tt0407265,546
tt0398375,2800
tt0452598,9641
tt0369441,7552
tt0267891,9927
tt0402894,9681
tt0413015,10773
tt0384686,18840
tt0327643,18189
tt0070040,4495
tt0307913,22014
tt0084548,18614
tt0079807,22975
tt0205177,10597
tt0066498,88953
tt0384036,10809
tt0091455,13925
tt0444653,9687
tt0451850,33081
tt0175680,20546
tt0041154,20530
tt0116075,9568
tt0026266,43899
tt0116274,107667
tt0063100,18809
tt0090163,17835
tt0267129,6935
tt0402348,20641
tt0157007,154105
tt0096769,66192
tt0402399,11400
tt0370754,37910
tt0080129,90967
tt0037595,13669
tt0026983,60566
tt0041737,30095
tt0042040,16665
tt0041831,63395
tt0046054,43355
tt0057812,14241
tt0059673,79406
tt0073293,92285
tt0075793,42269
tt0444608,38785
tt0017448,55544
tt0451094,4550
tt0238119,36380
tt0354068,68646
tt0338075,16433
tt0329162,30669
tt0035769,78315
tt0428441,44345
tt0060880,46041
tt0033627,21735
tt0419279,6934
tt0060818,174865
tt0284929,34081
tt0414852,10045
tt0383222,168705
tt0450278,1690
tt0456554,9900
tt0375154,9044
tt0385726,9918
tt0408985,17379
tt0443536,10982
tt0325007,25608
tt0401855,834
tt0433116,25890
tt0140883,39345
tt0051713,44940
tt0058642,26782
tt0099188,37865
tt0259388,27742
tt0019959,72856
tt0060268,4772
tt0437447,14226
tt0086551,2455
tt0089913,12701
tt0085127,21519
tt0034399,27622
tt0092038,43626
tt0412922,16553
tt0296492,25652
tt0027336,45802
tt0425622,39788
tt0407621,12517
tt0065669,65891
tt0049646,24580
tt0274546,11246
tt0059314,49683
tt0061695,52728
tt0079688,23957
tt0372366,49653
tt0048682,27344
tt0448172,7295
tt0462570,78237
tt0420548,29952
tt0142181,28638
tt0339785,14942
tt0240200,7509
tt0164292,24269
tt0426578,2117
tt0020686,47250
tt0088336,36768
tt0390245,29040
tt0412080,9912
tt0096461,24163
tt0416496,1969
tt0084287,31858
tt0423409,8435
tt0023814,34187
tt0068205,12116
tt0379730,53367
tt0383717,38349
tt0110943,124484
tt0383393,45759
tt0077276,11183
tt0417433,13275
tt0421729,11565
tt0396752,11283
tt0063661,97936
tt0365135,19416
tt0411267,17
tt0056331,27568
tt0043633,27629
tt0049388,45726
tt0043030,33117
tt0039437,108994
tt0060640,54227
tt0056891,25167
tt0451021,16452
tt0061780,61105
tt0114745,31894
tt0414982,9286
tt0057168,86168
tt0437777,15363
tt0120678,30712
tt0019585,31416
tt0425598,292
tt0036126,37631
tt0183613,77291
tt0108094,196918
tt0421994,1544
tt0064990,1651
tt0110922,33095
tt0119901,33799
tt0046808,42328
tt0012190,31432
tt0325191,61559
tt0478988,20981
tt0383216,12096
tt0092115,33061
tt0429715,5145
tt0381971,9975
tt0408345,9754
tt0032554,36495
tt0203427,52612
tt0435776,23965
tt0420260,29269
tt0455857,10053
tt0401815,10263
tt0449061,7515
tt0473692,15675
tt0349467,9959
tt0380817,14256
tt0397313,9036
tt0466342,10073
tt0404390,7304
tt0455612,16781
tt0763304,24432
tt0370032,9920
tt0397078,10025
tt0454919,9682
tt0424942,17700
tt0450232,2207
tt0402755,14086
tt0125678,14887
tt0104053,44435
tt0434008,18747
tt0412798,9756
tt0436857,34581
tt0427229,6877
tt0491703,14609
tt0438097,950
tt0078753,10912
tt0402850,9968
tt0041931,4173
tt0042367,43386
tt0475723,10116
tt0079854,113479
tt0088919,18493
tt0366450,16791
tt0441761,7483
tt0044953,20442
tt0477072,15590
tt0384814,1967
tt0434409,752
tt0454945,9655
tt0427944,9388
tt0419749,9950
tt0454848,388
tt0468565,868
tt0429591,14191
tt0064473,25874
tt0110329,18009
tt0113636,19286
tt0116861,19287
tt0209095,18011
tt0053750,114875
tt0042355,49781
tt0268437,9648
tt0458242,1379
tt0113580,62719
tt0033107,29481
tt0454841,9792
tt0393735,10067
tt0112120,55676
tt0063135,11573
tt0108187,46828
tt0436864,35555
tt0405094,582
tt0061537,52885
tt0262411,143223
tt0093435,42120
tt0117151,88811
tt0013427,669
tt0069019,49361
tt0081414,98864
tt0057697,37939
tt0077617,32052
tt0066450,34732
tt0446046,12763
tt0075932,56935
tt0436231,13222
tt0085180,42112
tt0059616,48764
tt0061996,1561
tt0429727,31289
tt0425210,186
tt0443693,8410
tt0331080,51311
tt0427783,21843
tt0441909,219
tt0417003,65873
tt0437800,13751
tt0367975,52345
tt0263124,53961
tt0451957,10292
tt0462395,15639
tt0441796,10069
tt0026073,43887
tt0430912,3093
tt0393109,9270
tt0075790,11291
tt0225481,28349
tt0383353,10177
tt0393685,12591
tt0402249,18045
tt0493459,16070
tt0422272,11348
tt0466856,13960
tt0090775,41263
tt0439815,9035
tt0437863,9957
tt0490196,30139
tt0386741,9389
tt0416331,460
tt0054777,28752
tt0379240,19059
tt0436331,8998
tt0244173,44947
tt0420291,13468
tt0404364,20521
tt0322700,25428
tt0471957,53296
tt0047976,79363
tt0077889,34193
tt0424880,4441
tt0016914,84954
tt0456396,11490
tt0312318,11304
tt0071733,55368
tt0453494,18276
tt0072402,26514
tt0362120,4257
tt0424136,2652
tt0377749,19592
tt0061473,1629
tt0440803,17111
tt0420087,9526
tt0404163,19126
tt0076696,80556
tt0093743,39045
tt0077372,27201
tt0443632,5820
tt0059448,19661
tt0445396,41338
tt0405469,9904
tt0463345,50724
tt0384537,588
tt0387055,17247
tt0465142,9310
tt0030252,48369
tt0448564,18858
tt0023196,35545
tt0126765,1557
tt0434124,16367
tt0034798,17131
tt0427954,8982
tt0317919,956
tt0445760,36253
tt0015175,31506
tt0015174,42512
tt0341384,1416
tt0449089,9530
tt0475276,9829
tt0430634,10115
tt0040766,560
tt0464105,5717
tt0423176,41292
tt0066390,14384
tt0024028,28432
tt0316187,19719
tt0429573,10008
tt0398027,7870
tt0442286,34019
tt0327084,7518
tt0364955,9786
tt0409182,503
tt0382625,591
tt0376994,36668
tt0452594,9767
tt0438315,13689
tt0417385,18164
tt0419256,15013
tt0415949,21014
tt0317219,920
tt0413466,18484
tt0343996,9700
tt0360016,14167
tt0427038,12261
tt0117715,59892
tt0037343,15264
tt0049006,20330
tt0098333,44126
tt0071786,55418
tt0456658,101908
tt0047647,12766
tt0404802,15402
tt0435696,26116
tt0091725,32446
tt0425055,80919
tt0416471,15366
tt0409034,53905
tt0410400,38344
tt0466909,806
tt0396688,20021
tt0457510,9353
tt0410297,2044
tt0389860,9339
tt0036341,20945
tt0066842,122271
tt0074462,50254
tt0011904,28249
tt0458352,350
tt0383574,58
tt0463034,1819
tt0424345,2295
tt0452637,9697
tt0465624,4474
tt0051051,43240
tt0037859,30022
tt0060097,28673
tt0065976,20556
tt0205725,4962
tt0437179,10007
tt0422720,1887
tt0039545,1841
tt0067625,71762
tt0489037,13508
tt0326429,1611
tt0070359,48693
tt0497116,1781
tt0030848,43155
tt0101545,16270
tt0469916,8997
tt0092758,42003
tt0063469,63100
tt0398839,18404
tt0038948,51571
tt0386651,16074
tt0475293,10947
tt0352426,71769
tt0446685,34787
tt0459242,29138
tt0428649,17628
tt0456899,8443
tt0179182,18553
tt0414344,26567
tt0422015,34186
tt0372122,17021
tt0012938,53231
tt0216584,22747
tt0239496,27320
tt0426627,17741
tt0029217,25563
tt0079832,146322
tt0022696,43147
tt0446059,7549
tt0022453,151590
tt0101273,41796
tt0463985,9615
tt0455499,9513
tt0478209,20604
tt0477877,410
tt0105187,31692
tt0041207,25509
tt0038256,31998
tt0456020,9917
tt0079859,10770
tt0061647,4375
tt0383518,8008
tt0074836,60269
tt0020442,51303
tt0348150,1452
tt0101798,43654
tt0468094,7872
tt0478197,57406
tt0443496,18191
tt0422861,14474
tt0449059,773
tt0432260,16429
tt0489707,19999
tt0347105,126090
tt0085384,36576
tt0330634,33005
tt0093873,36762
tt0439008,19676
tt0066546,10308
tt0230334,34380
tt0055719,19972
tt0040338,21631
tt0039313,35955
tt0041555,41214
tt0449467,1164
tt0026205,71282
tt0065874,72881
tt0430674,9520
tt0049263,42839
tt0432637,32740
tt0369994,13141
tt0079758,31915
tt0065950,45817
tt0032155,43838
tt0492912,31463
tt0126816,39083
tt0459666,11554
tt0074597,25305
tt0492506,35199
tt0064040,15383
tt0079759,47850
tt0430304,9072
tt0025028,43903
tt0023926,43600
tt0047376,73907
tt0071361,27716
tt0266075,54111
tt0415778,9727
tt0399862,14120
tt0056626,76344
tt0062883,42636
tt0385880,9297
tt0408120,26826
tt0498199,81312
tt0420555,5070
tt0376543,13802
tt0060722,43778
tt0417148,326
tt0457513,512
tt0415306,9718
tt0477347,1593
tt0469641,1852
tt0420223,1262
tt0038213,43610
tt0052990,126781
tt0026424,47758
tt0464184,13338
tt0430357,82
tt0455958,14963
tt0396857,9921
tt0031260,36342
tt0113682,51043
tt0377569,24164
tt0388505,1986
tt0043879,31152
tt0454921,1402
tt0269217,2805
tt0455967,9293
tt0429589,9906
tt0013579,84956
tt0011000,35075
tt0015136,55587
tt0024239,43597
tt0421229,47880
tt0456149,31032
tt0074360,51857
tt0068379,42479
tt0055038,145899
tt0049653,43542
tt0479884,1948
tt0430576,148
tt0774095,9951
tt1701210,77221
tt0029030,77250
tt0426501,52452
tt0460902,31979
tt0402910,5289
tt0448075,9782
tt0414853,9907
tt0067778,42501
tt0039896,27203
tt0048291,63618
tt0052700,35921
tt0036695,15696
tt0071424,19017
tt0032209,42756
tt0091069,37929
tt0462590,9762
tt0383060,14113
tt0479647,15049
tt0034299,86604
tt0452039,21712
tt0433405,15414
tt0468489,7859
tt0428856,16998
tt0111800,25645
tt0108606,58311
tt0103295,18672
tt0090952,39776
tt0410764,11559
tt0039431,31513
tt0114126,10348
tt0026393,26718
tt0418455,1023
tt0035703,59964
tt0012763,71436
tt0472582,2168
tt0433412,10118
tt0384793,9788
tt0418832,14174
tt0074442,11689
tt0115587,39797
tt0106779,39749
tt0273719,14893
tt0039211,33813
tt0381690,1540
tt0049743,26502
tt0027421,57840
tt0443543,1491
tt0040076,34233
tt0040834,33792
tt0029511,51601
tt0436697,1165
tt0390808,7291
tt0486551,9988
tt0462346,24115
tt0445990,11652
tt0417225,13816
tt0030764,34006
tt0423310,22238
tt0425600,4913
tt0075144,63848
tt0056267,43006
tt0038363,19072
tt0023251,44892
tt0048980,15265
tt0029747,25599
tt0473753,11227
tt0038577,29589
tt0032339,33810
tt0029923,43841
tt0097702,41937
tt0451176,64499
tt0436689,24055
tt0431213,14597
tt0446747,40769
tt0450345,9708
tt0473024,14351
tt0414951,9813
tt0446784,27453
tt0084157,39382
tt0088015,271
tt0096184,35327
tt0177347,49940
tt0111807,22471
tt0460989,1116
tt0040175,29966
tt0050782,43231
tt0367082,41508
tt0051433,61564
tt0023470,50070
tt0048037,37628
tt0073502,55343
tt0464196,5072
tt0417189,2566
tt0427969,1249
tt0475944,9954
tt0031507,43829
tt2449612,171771
tt0434139,7511
tt0435479,32687
tt0427968,14057
tt0423169,13075
tt0277605,24916
tt0387808,7512
tt0486358,1776
tt0456470,1963
tt0026249,58905
tt0419198,10846
tt0063456,32969
tt0414993,1381
tt0109440,15097
tt0118644,34068
tt0032080,43837
tt0064107,15374
tt0069289,15242
tt0129414,125759
tt0354899,300
tt0032342,31148
tt0439630,16411
tt0120088,44046
tt0032728,52859
tt0048432,76117
tt0387877,9676
tt0380066,6948
tt0430779,15213
tt0421206,9766
tt0098327,32761
tt0405629,12249
tt0038260,34127
tt0110361,390
tt0086377,66487
tt0382357,1595
tt0415932,1622
tt0410730,15742
tt0365215,161277
tt0382383,43410
tt0060712,5726
tt0799954,1666
tt0063787,5721
tt0376591,41758
tt0020269,51079
tt0024473,43122
tt0472043,1579
tt0107152,119907
tt0050882,65488
tt0454824,9664
tt0493430,12094
tt0405676,1717
tt0435623,15624
tt0110300,15997
tt0008395,47190
tt0090576,2753
tt0443453,496
tt0815181,40862
tt0457430,1417
tt0049092,24751
tt0406816,4643
tt0400717,7484
tt0462519,9842
tt0337114,36249
tt0030746,111642
tt0384116,27275
tt0407887,1422
tt0420294,10781
tt0424993,9794
tt0457495,9978
tt0044040,30025
tt0427339,14812
tt0026262,164687
tt0337573,8332
tt0032412,3593
tt0439289,7510
tt0037644,28115
tt0039224,28297
tt0436262,16548
tt0433386,1975
tt0483726,9895
tt0419946,8975
tt0420609,9672
tt0430431,15005
tt0489247,39183
tt0074291,42236
tt0032612,52360
tt0105618,98498
tt0024966,46774
tt0430051,86
tt0448909,78479
tt0426459,10070
tt0499537,13209
tt0404203,1440
tt0814075,13364
tt0030418,43847
tt0077531,28932
tt0805526,18925
tt0024916,77198
tt0455590,1523
tt0478049,14201
tt0367027,1378
tt0324952,49481
tt0206634,9693
tt0482571,1124
tt0418689,3683
tt0434215,14012
tt0492492,43673
tt0117143,4285
tt0417397,14097
tt0416871,59500
tt0019415,78507
tt0473488,8194
tt0431641,5890
tt0475169,6077
tt0489270,214
tt0437232,1123
tt0853096,21173
tt0296845,50573
tt0044170,36922
tt0259134,43071
tt0044314,59087
tt0457297,14620
tt0027438,43884
tt0258885,80427
tt0407236,21156
tt0424095,11619
tt0396171,1427
tt0060121,23030
tt0452681,13767
tt0385057,19109
tt0047969,33218
tt0288491,144541
tt0411098,24553
tt0108432,21057
tt0067275,68736
tt0030149,67880
tt0032221,35561
tt0057277,60567
tt0053454,4928
tt0104905,27295
tt0439478,55831
tt0488539,12486
tt0075988,20785
tt0401445,9726
tt0811136,2152
tt0417243,36215
tt0040367,61650
tt0433442,10093
tt0470765,14799
tt0457496,29044
tt0388364,13542
tt0486585,21710
tt0420901,8588
tt0381061,36557
tt0366548,9836
tt0454987,9809
tt0453467,7551
tt0308055,10741
tt0790604,9969
tt0499603,2357
tt0457939,1581
tt0033740,21600
tt0347449,57977
tt0448124,313
tt0433387,7873
tt0490166,14823
tt0330181,27387
tt0460792,8324
tt0029957,29415
tt0071381,27019
tt0021148,85505
tt0023731,42822
tt0000439,5698
tt0059719,36265
tt0365830,2179
tt0053810,39219
tt0031500,47156
tt0464913,15152
tt0393635,14457
tt0040795,76211
tt0074776,38450
tt0101985,15804
tt0378378,14978
tt0762121,2447
tt0480271,10032
tt0454970,9796
tt0450259,1372
tt0027545,22440
tt0072886,39554
tt0059710,17604
tt0491244,15077
tt0488658,18147
tt0479965,54910
tt0413895,9986
tt0449010,2486
tt0479143,1246
tt0472113,43970
tt0422295,18615
tt0014945,40574
tt0046889,13210
tt0399934,25060
tt0443431,12795
tt0365847,11653
tt0379918,16066
tt0022550,95797
tt0023385,77966
tt0085398,55819
tt0091786,46948
tt0070337,97519
tt0049471,43791
tt0055464,82944
tt0446755,14202
tt0758794,11170
tt0381348,12924
tt0084509,30060
tt0343737,1247
tt0443489,1125
tt0487503,8436
tt0831315,14277
tt0478324,11214
tt0065622,33583
tt0463998,1646
tt0783612,58923
tt0422491,47143
tt0064536,7736
tt0460829,1730
tt0075177,42241
tt0090798,20537
tt0364120,12812
tt0464049,8618
tt0465551,1259
tt0068370,20842
tt0139151,10908
tt0033582,34943
tt0120448,27067
tt0398913,9053
tt0473444,1494
tt0808185,13318
tt0109644,10462
tt0452624,182
tt0428038,31048
tt0498380,1251
tt0036275,43512
tt0454082,9656
tt0308353,5393
tt0763840,14171
tt0462229,14396
tt0775539,1931
tt0482546,13967
tt0344854,9992
tt0220806,16371
tt0323120,19344
tt0808146,8275
tt0359254,79767
tt0062873,2433
tt0069687,2204
tt0043455,42567
tt0468526,26518
tt0465676,14449
tt0489327,13771
tt0397551,33375
tt0382271,10810
tt0022626,1773
tt0045081,11578
tt0043918,11972
tt0461970,38025
tt0422133,27095
tt0464828,31325
tt0772193,4283
tt0426883,7457
tt0455960,8398
tt0783238,13551
tt0054377,36878
tt0395585,19166
tt0038984,43470
tt0457655,3549
tt0497986,25648
tt0478160,11225
tt0121210,6166
tt0415234,19629
tt0373445,12183
tt0090881,56705
tt0468795,27337
tt0031516,78318
tt0366721,37952
tt0060959,46919
tt0398808,1265
tt0453453,14137
tt0369359,15689
tt0076263,27432
tt0021331,36877
tt0758743,14891
tt0376181,12547
tt0076162,25623
tt0822389,13140
tt0473434,13365
tt0473308,10758
tt0846789,26594
tt0418004,22473
tt0058578,51863
tt0066356,50754
tt0039651,74126
tt0417072,16138
tt0395495,13668
tt0475394,7516
tt0397044,10075
tt0799949,9760
tt0425430,9966
tt0490084,1257
tt0367959,1248
tt0477051,9757
tt0060168,56165
tt0139820,90560
tt0469754,5206
tt0380268,14761
tt0441774,1252
tt0382932,2062
tt0428541,11650
tt0377079,12580
tt0055093,40641
tt0067595,23544
tt0401711,2266
tt0469263,5172
tt0432972,15962
tt0423505,9965
tt0478024,13127
tt0056210,34866
tt0482527,37725
tt0066115,40973
tt0084861,63460
tt0396042,13517
tt0469062,22105
tt0444182,2016
tt0062908,3024
tt0406216,47200
tt0118414,17266
tt0450340,9828
tt0061937,34038
tt0379473,71506
tt0027672,74581
tt0425601,9958
tt0259324,1250
tt0401997,4169
tt0778661,16555
tt0758766,11172
tt0481369,3594
tt0499554,10090
tt0462200,7874
tt0375785,14845
tt0463903,29965
tt0339526,13916
tt0077350,52920
tt0088983,48215
tt0449121,22485
tt0476735,13393
tt0432402,12271
tt0075163,40394
tt0461872,17919
tt0435680,13185
tt0469937,26655
tt0063210,42630
tt0094057,22172
tt0060586,42721
tt0055399,27523
tt0052805,28955
tt0067229,27313
tt0425112,4638
tt0060287,68979
tt0078243,11841
tt0026663,28261
tt0072317,83980
tt0053244,94393
tt0424938,9695
tt0398883,24653
tt0465188,1993
tt0320042,28710
tt0036104,28438
tt0474622,97548
tt0067047,11945
tt0112681,12554
tt0173714,26598
tt0067647,5691
tt0386862,6443
tt0435705,1738
tt0443456,1253
tt0399738,38021
tt0301555,15325
tt0492466,34389
tt0454776,15163
tt0418110,14375
tt0264323,10845
tt0092226,31659
tt0094118,15582
tt0055858,42999
tt0120186,31015
tt0443706,1949
tt0425379,11330
tt0137863,99259
tt0106336,10942
tt0496436,7006
tt0036154,27040
tt0486946,11199
tt0429277,41393
tt0420757,9784
tt0459929,25530
tt0385842,36610
tt0088326,50812
tt0081036,27864
tt0344864,8965
tt0033253,14710
tt0482629,14624
tt0416449,1271
tt0475937,10790
tt0045943,18019
tt0028373,64142
tt0039847,61648
tt0477095,14055
tt0768212,2267
tt0482088,6691
tt0468492,1255
tt0056825,47249
tt0218379,49709
tt0468548,31040
tt0101725,50185
tt0054885,25105
tt0416508,2977
tt0458367,15664
tt0055506,25062
tt0433416,16727
tt0408056,5413
tt0059303,46916
tt0019071,52679
tt0770772,14434
tt0429068,27919
tt0052832,47837
tt0465670,11494
tt0376650,19936
tt0477071,9963
tt0455760,14001
tt0490204,2355
tt0475355,16385
tt0822854,7485
tt0800069,9793
tt0453556,1273
tt0450450,17388
tt0382765,4657
tt0066413,42595
tt0374089,19495
tt0044105,27263
tt0444112,10051
tt0389557,9075
tt0483578,20527
tt0417614,8199
tt0041870,37513
tt0117214,43976
tt0152438,43974
tt0095385,83346
tt0271210,30081
tt0052809,17677
tt0314067,56474
tt0033802,42066
tt0298082,11958
tt0459605,192675
tt0408318,5177
tt0095475,20122
tt0043643,33673
tt0250790,297853
tt0428446,18437
tt0051055,38432
tt0427470,8270
tt0445934,9955
tt0443723,16201
tt0415023,57241
tt0422774,10172
tt0444682,1683
tt0476995,10107
tt0396555,1267
tt0419434,16018
tt0076584,22311
tt0479537,13249
tt0023960,175027
tt0448134,1272
tt0025335,23024
tt0424908,1590
tt0424338,32390
tt0462338,9903
tt0042792,28433
tt0114863,22549
tt0421974,10798
tt0072037,47848
tt0133170,102227
tt0060345,13377
tt0493247,14945
tt0455957,11515
tt0457433,7183
tt0486822,8271
tt0446013,1534
tt0455326,13158
tt0039735,118536
tt0078326,23397
tt0066491,35838
tt0492481,20405
tt0376196,18777
tt0780595,16392
tt0794374,17422
tt0064482,63951
tt0070351,32627
tt0450188,1407
tt0070557,81309
tt0460812,15534
tt0105242,30694
tt0445946,1441
tt0488120,6145
tt0488085,9843
tt0835787,54659
tt0039840,48994
tt0099812,18767
tt0452702,10294
tt0156843,32623
tt0103793,1987
tt0419843,13067
tt0427089,10111
tt0033530,30307
tt0453451,1268
tt0451070,185158
tt0419420,21810
tt0435670,9785
tt0772178,13280
tt0443473,14636
tt0413300,559
tt0338216,1950
tt0329737,13352
tt0042490,28304
tt0075610,20553
tt0436460,24397
tt0464038,20525
tt0856008,13894
tt0320194,38907
tt0432290,18549
tt0495596,37933
tt0041958,20025
tt0095583,14240
tt0756729,13574
tt0486028,13569
tt0460505,49081
tt0469897,17439
tt0458364,13171
tt0403692,16447
tt0851578,4977
tt0472268,15008
tt0027067,31866
tt0043540,46875
tt0477731,27904
tt0471030,11705
tt0088678,19947
tt0363303,43969
tt0409904,2269
tt0480025,11798
tt0430772,28772
tt0491747,1919
tt0478311,4964
tt0427327,2976
tt0478337,8421
tt0085211,41380
tt0463854,1562
tt0791304,13159
tt0800003,14547
tt0087578,11205
tt0762111,36676
tt0023382,38077
tt0129871,10004
tt0059817,43618
tt0040221,43397
